Tweet;Target;Sent_Target;Sent_Sociedad;Sent_Empresas;tweet_clean
El IBEX (-0,9%) transita en rojo por un miércoles santo que deja pérdidas en resto de Bolsas europeas;IBEX;NEG;NEG;NEG;ibex transita rojo miércoles santo deja pérdidas resto bolsas europeas
El precio de la vivienda sube el 6,2% en 2017, el mayor avance en diez años;precio vivienda;POS;NEG;NEG;precio vivienda sube mayor avance diez años
La afiliación de extranjeros logra su mejor febrero en una década;afiliación de extranjeros;POS;POS;POS;afiliación extranjeros logra mejor febrero década
Lindorff anuncia el despido de 449 trabajadores en España;Lindorff;NEG;NEG;POS;lindorff anuncia despido trabajadores españa
Sube solo un 2% el tipo efectivo que las empresas pagan a Hacienda;tipo efectivo ;NEG;NEG;NEG;sube solo tipo efectivo empresas pagan hacienda
Reale Seguros logra un resultado récord de 57 millones de euros;Reale Seguros;POS;POS;NEG;reale seguros logra resultado récord millones euro
El Barça, líder financiero de los campeones de liga;Barça;POS;POS;NEG;barça líder financiero campeones liga
La bajada de los alimentos deja la subida de precios de enero en el 1%;precios;NEG;NEG;NEG;bajada alimentos deja subida precios enero
El déficit público en la eurozona sube al 0,5% en el tercer trimestre;déficit público;NEG;NEG;NEG;déficit público eurozona sube tercer trimestre
Las empresas aportan la mitad que hace 10 años a las cuentas del Estado;cuentas del Estado;NEG;NEG;NEG;empresas aportan mitad hace años cuentas
Los taxistas se trasladan al centro de Madrid en su séptimo día de huelga;taxistas;NEG;NEG;NEG;taxistas trasladan centro madrid séptimo día huelga
Deloitte prevé más compras en el azulejo pese a la ralentización;Deloitte;POS;POS;NEG;deloitte prevé compras azulejo pese ralentización
Samsung aumentó su beneficio neto un 5,12% en 2018;Samsung;POS;POS;NEG;samsung aumentó beneficio neto
"Irene Lozano: ""España puede ocupar el espacio que deja Reino Unido en la UE""";España;POS;POS;POS;irene lozano españa puede ocupar espacio deja reino unido ue
Los ingresos minoristas de las 'telecos' cayeron un 1,3% en el tercer trimestre del año pasado;ingresos minoristas;NEG;NEG;NEG;ingresos minoristas telecos cayeron tercer trimestre año pasado
El Ibex-35 cae un 4,8% en agosto, cierra al filo de los 9.400 puntos, casi en mínimos anuales;Ibex;NEG;NEG;NEG;ibex cae agosto cierra filo puntos casi mínimos anuales
Lidl eliminará las bolsas de plástico de todas sus tiendas en España;Lidl;POS;POS;POS;lidl eliminará bolsas plástico toda tiendas españa
Inveravante (Manuel Jove) y BBVA levantan viviendas de lujo en el centro de Madrid;Inveravante;POS;POS;NEG;inveravante manuel jove bbva levantan viviendas lujo centro madrid
La inflación de China se mantiene en el 1,8% en mayo;inflación;NEG;NEG;NEG;inflación china mantiene mayo
Las acciones de la Juventus caen un 3% tras fichar a Cristiano;Juventus;NEG;NEG;POS;acciones juventus caen tras fichar cristiano
Las mujeres cobran de media un 30% menos que los hombres, según Gestha;mujeres;NEG;NEG;POS;mujeres cobran medium menos hombre según gestha
La mudanza de la TDT para dar paso al 5G puede costar 350 millones en ayudas;mudanza;NEG;NEG;NEG;mudanza tdt dar paso g puede costar millones ayudas
Habitat suma ya suelo para levantar 10.000 viviendas;Habitat;POS;POS;NEG;habitat suma suelo levantar viviendas
Facebook ve esfumarse 119.000 millones de dólares de su capitalización;Facebook;NEG;NEG;POS;facebook ve esfumarse millones dólares capitalización
Bolinches: «Mientras el Ibex aguante los 9.750, sigue en la senda del 10.000»;Ibex;POS;POS;POS;bolinches mientras ibex aguante sigue senda
China expresa su apoyo a Turquía ante crisis monetaria y tensiones con EEUU;China;POS;POS;POS;china expresa apoyo turquía crisis monetaria tensiones eeuu
El vaivén de Donald Trump con los aranceles de China sacude todas las bolsas mundiales;bolsas mundiales;NEG;NEG;NEG;vaivén donald trump aranceles china sacude toda bolsas mundiales
Boeing detecta piezas defectuosas en más de 300 aviones del modelo 737;Boeing;NEG;NEG;POS;boeing detecta piezas defectuosas aviones modelo
La deuda de las familias se reduce en 6.800 millones de euros en julio;deuda de las familias;POS;POS;POS;deuda familias reduce millones euro julio
Bankia prevé terminar el ERE el próximo 30 de noviembre;Bankia;POS;POS;NEG;bankia prevé terminar ere próximo noviembre
«Los índices europeos parecen haber entrado en modo rebote»;índices europeos;NEG;NEG;NEG;índices europeos parecen haber entrado modo rebote
Los malos resultados de ArcelorMittal preocupan a las plantas del País Vasco; ArcelorMittal;NEG;NEG;POS;malos resultados arcelormittal preocupan plantas país vasco
La AIReF cree que España podría rebajar el déficit al «3% o inferior»;España;POS;POS;POS;airef cree españa podría rebajar déficit inferior
Santander abrirá desde este lunes 500 oficinas por la tarde;Santander;POS;POS;NEG;santander abrirá lunes oficinas tarde
MásMóvil lidera el crecimiento de móviles en septiembre con 42.000 líneas;MásMóvil;POS;POS;NEG;másmóvil lidera crecimiento móviles septiembre líneas
El Corte Inglés gana un 2,4% más con un récord de ventas en cinco años;Corte Inglés;POS;POS;NEG;corte inglés gana récord ventas cinco años
Airbus reclama lanzar nuevos programas europeos para seguir creciendo;Airbus;POS;POS;NEG;airbus reclama lanzar nuevos programas europeos seguir creciendo
El Ibex-35 sube un 1,04% con todos sus valores en verde;Ibex;POS;POS;POS;ibex sube valores verde
Iberdrola da un paso más en el desarrollo de su macroproyecto eólico marino en Massachusetts;Iberdrola;POS;POS;NEG;iberdrola da paso desarrollo macroproyecto eólico marino massachusetts
Rajoy cifra en el 3,2% el crecimiento de España durante 2015;España;POS;POS;POS;rajoy cifra crecimiento españa
Iberdrola apuesta por la eólica marina y las subastas para duplicar su cartera 'verde' en EEUU;Iberdrola;POS;POS;NEG;iberdrola apuesta eólica marina subastas duplicar cartera verde eeuu
Realia crea una filial patrimonial para entrar en el negocio de alquiler de vivienda;Realia;POS;POS;NEG;realia crea filial patrimonial entrar negocio alquiler vivienda
China acerca posturas con EE UU y retira los aranceles a la soja y el cerdo;China;POS;POS;POS;china acerca posturas ee uu retira aranceles soja cerdo
Técnicas Reunidas multiplica por trece su beneficio en el primer trimestre;Técnicas Reunidas;POS;POS;NEG;técnicas reunidas multiplica trece beneficio primer trimestre
El beneficio del Santander se reduce un 4,9% por los tipos de cambio;Santander;NEG;NEG;POS;beneficio santander reduce tipos cambio
Guindos apunta a Italia como el mayor riesgo para la deuda en Europa y no descarta un 'efecto contagio';Italia;NEG;NEG;NEG;guindos apunta italia mayor riesgo deuda europa descarta efecto contagio
El Ibex sube un 1,8% en la semana y se queda a las puertas de los 9.300 puntos;Ibex;POS;POS;POS;ibex sube semana queda puertas puntos
Ferrovial se adjudica el mantenimiento de la refinería más grande de Australia por 88 millones;Ferrovial;POS;POS;NEG;ferrovial adjudica mantenimiento refinería grande australia millones
El FMI calcula que el coronavirus puede costarle entre un 0,1% y un 0,2% al PIB mundial este año;PIB;NEG;NEG;NEG;fmi calcula coronavirus puede costarle pib mundial año
El programa militar FCAS garantiza el crecimiento futuro de la empresa vasca ITP;ITP;POS;POS;NEG;programa militar fcas garantiza crecimiento futuro empresa vasca itp
Airbus cierra sus plantas en España cuatro días y Volkswagen tres semanas;Airbus;NEG;NEG;POS;airbus cierra plantas españa cuatro días volkswagen tres semanas
XTB: «Telefónica buscará los 8,5 euros si supera los 8,06 euros»;Telefónica;POS;POS;NEG;xtb telefónica buscará euro si supera euro
Baleares sanciona a Iberia con 448.000 euros por aplicar la cláusula 'no show';Iberia;NEG;NEG;POS;baleares sanciona iberia euro aplicar cláusula show
El fondo holandés APG eleva su presencia en Viscofan a más del 10%;APG;POS;POS;NEG;fondo holandés apg eleva presencia viscofan
Sanidad contradice a Comercio y prohíbe las rebajas por posibles aglomeraciones;rebajas;NEG;NEG;NEG;sanidad contradice comercio prohíbe rebajas posibles aglomeraciones
La pandemia no es una crisis global: las tecnológicas ganan con el confinamiento;tecnologías;POS;POS;POS;pandemia crisis global tecnológicas ganan confinamiento
Las gasolineras automáticas permiten ahorrar más de 320 euros al año a los consumidores;consumidores;POS;POS;NEG;gasolineras automáticas permiten ahorrar euro año consumidores
Bélgica levanta el veto al acuerdo comercial con Canadá;Bélgica;POS;POS;POS;bélgica levanta veto acuerdo comercial canadá
MásMóvil se estrena siendo el valor que más sube en el Ibex 35, un 3,22%;MásMóvil;POS;POS;NEG;másmóvil estrena siendo valor sube ibex
La tasa de paro salta al 15,33% tras destruirse un millón de empleos;tasa de paro;NEG;NEG;NEG;tasa paro salta tras destruirse millón empleos
Ford «contrata» a los inquietantes perros robot de Boston Dynamic;Ford;POS;POS;NEG;ford contrata inquietantes perros robot boston dynamic
Los bancos abren otra era de viviendas baratas;bancos;POS;POS;POS;bancos abren viviendas baratas
Iberdrola construirá en Navarra un complejo eólico de 111 megavatios;Iberdrola;POS;POS;NEG;iberdrola construirá navarra complejo eólico megavatios
La disolución de empresas se duplicó en junio respecto a mayo;disolución de empresas;NEG;NEG;NEG;disolución empresas duplicó junio respecto mayo
La Guardia Civil lanza una operación contra el fraude en el IVA de hidrocarburos y metales preciosos;La Guardia Civil;POS;POS;POS;guardia civil lanza operación fraude iva hidrocarburos metales preciosos
Telefónica prorroga el plan de bajas y subirá los sueldos un 1,5% en 2018;Telefónica;POS;POS;NEG;telefónica prorroga plan bajas subirá sueldos
Acciones de Norwegian caen casi un 11 % tras anunciar ampliación de capital;Acciones de Norwegian;NEG;NEG;POS;acciones norwegian caen casi tras anunciar ampliación capital
Amazon triplicó sus ganancias en 2018 hasta alcanzar los 10.073 millones;Amazon;POS;POS;NEG;amazon triplicó ganancias alcanzar millones
H&M gana un 22% menos pero aguanta el tirón en España: vende un 2% más;H&M;NEG;NEG;POS;hm gana menos aguanta tirón españa vende
El paro cierra 2016 con la mayor caída de la historia;paro;POS;POS;POS;paro cierra mayor caída historia
Iberdrola lanza un bono híbrido verde de al menos 500 millones;Iberdrola;POS;POS;NEG;iberdrola lanza bono híbrido verde menos millones
"El FMI alerta a Italia de que sus políticas podrían dejar ""vulnerable"" al país ante los mercados";Italia;NEG;NEG;NEG;fmi alerta italia políticas podrían dejar vulnerable país mercados
El Consejo de Europa constata mejoras en Andorra contra el blanqueo;Andorra;POS;POS;POS;consejo europa constata mejoras andorra blanqueo
La reunión de Fomento con los estibadores acaba sin acuerdo;reunión de Fomento;NEG;NEG;NEG;reunión fomento estibadores acaba acuerdo
"Empresas portuarias denuncian el ""vandalismo"" de los estibadores";Empresas portuarias;NEG;NEG;NEG;empresas portuarias denuncian vandalismo estibadores
Hacienda advierte a 21.500 usuarios de plataformas como Airbnb de que deben declarar todos sus ingresos;usuarios de plataformas;NEG;NEG;NEG;hacienda advierte usuarios plataformas airbnb deben declarar ingresos
Las CCAA cumplen por primera vez el plazo legal de pago a proveedores;CCAA;POS;POS;POS;ccaa cumplen primera vez plazo legal pago proveedores
La Bolsa de Hong Kong baja un 0,51 % a media sesión;Bolsa;NEG;NEG;NEG;bolsa hong kong baja medium sesión
El Sabadell da por fracasada su fusión con el BBVA;Sabadell;NEG;NEG;POS;sabadell da fracasada fusión bbva
La chocolatera Natra ganó 23 millones de euros en 2018;Natra;POS;POS;NEG;chocolatera natra ganó millones euro
La Bolsa de México pierde un 0,36 % al inicio de la sesión;Bolsa;NEG;NEG;NEG;bolsa méxico pierde inicio sesión
El Ibex 35 derriba al fin los 9.270 puntos tras escalar un 2,4% en febrero;Ibex;POS;POS;POS;ibex derriba fin puntos tras escalar febrero
Toyota y Carmera se alían para elaborar mapas en alta definición;Toyota;POS;POS;NEG;toyota carmera alían elaborar mapas alta definición
Fráncfort sube moderadamente tras una negociación falta de impulsos;Fráncfort;POS;POS;NEG;fráncfort sube moderadamente tras negociación falta impulsos
Vodafone emite 4.000 millones en bonos para comprar activos de Liberty;Vodafone;POS;POS;NEG;vodafone emite millones bonos comprar activos liberty
Grecia emite bonos a 10 años en primera subasta desde primer rescate en 2010;Grecia;POS;POS;POS;grecia emite bonos años primera subasta primer rescate
Merck sube en 2018 el beneficio neto un 29,5 % tras desinversiones;Merck;POS;POS;NEG;merck sube beneficio neto tras desinversiones
Los trabajadores de ITP en Sestao y Barakaldo piden una solución 'in extremis' a sus despidos;trabajadores;NEG;NEG;NEG;trabajadores itp sestao barakaldo piden solución in extremis despidos
La Bolsa de Londres baja un 0,29 % en la apertura;Bolsa;NEG;NEG;NEG;bolsa londres baja apertura
La luz anticipa mañana otro récord con España congelada;luz;POS;NEG;NEG;luz anticipa mañana récord españa congelada
Interrumpidas las negociaciones para la fusión entre Carrefour y Couche-Tard;negociaciones;NEG;NEG;POS;interrumpidas negociaciones fusión carrefour couchetard
Iberdrola inicia este lunes su gran planta fotovoltaica en Usagre (Badajoz);Iberdrola;POS;POS;NEG;iberdrola inicia lunes gran planta fotovoltaica usagre badajoz
El PIB frena su crecimiento y se expande un 0,5% en el segundo trimestre;PIB;NEG;NEG;NEG;pib frena crecimiento expande segundo trimestre
Liberbank gana 73 millones de euros en el primer semestre, un 14% menos;Liberbank;NEG;NEG;POS;liberbank gana millones euro primer semestre menos
Alcoa alerta de que peligra el futuro de su planta de aluminio en Lugo;Alcoa;NEG;NEG;POS;alcoa alerta peligra futuro planta aluminio lugo
Abanca, dispuesto a protagonizar una fusión con otra entidad;Abanca;POS;POS;NEG;abanca dispuesto protagonizar fusión entidad
Nissan ha recibido 179 millones de ayudas públicas desde 2009, según comité;Nissan;POS;POS;NEG;nissan recibido millones ayudas públicas según comité
